iteration,wins,draws,losses,win_rate,draw_rate,loss_rate
1,0,2,0,0.0,1.0,0.0
5,1,0,11,0.08333333333333333,0.0,0.9166666666666666
10,2,0,10,0.16666666666666666,0.0,0.8333333333333334
15,7,0,5,0.5833333333333334,0.0,0.4166666666666667
20,9,0,3,0.75,0.0,0.25
25,11,0,1,0.9166666666666666,0.0,0.08333333333333333
30,9,0,3,0.75,0.0,0.25
35,11,0,1,0.9166666666666666,0.0,0.08333333333333333
40,12,0,0,1.0,0.0,0.0
