iteration,wins,draws,losses,win_rate,draw_rate,loss_rate
1,0,1,1,0.0,0.5,0.5
5,3,0,9,0.25,0.0,0.75
10,9,0,3,0.75,0.0,0.25
15,11,0,1,0.9166666666666666,0.0,0.08333333333333333
20,12,0,0,1.0,0.0,0.0
25,11,0,1,0.9166666666666666,0.0,0.08333333333333333
30,11,0,1,0.9166666666666666,0.0,0.08333333333333333
35,12,0,0,1.0,0.0,0.0
40,12,0,0,1.0,0.0,0.0
