iteration,wins,draws,losses,win_rate,draw_rate,loss_rate
5,10,0,2,0.8333333333333334,0.0,0.16666666666666666
10,11,0,1,0.9166666666666666,0.0,0.08333333333333333
15,11,0,1,0.9166666666666666,0.0,0.08333333333333333
